,Name,Address,Metro,Rating,Money
5990,Лусюнь,"2-я Тверская-Ямская, 38",Маяковская,,2
5991,Лучший выбор,"Бутлерова, 17, БЦ Neo Geo",Калужская,,1
5992,Любава,"Дмитровское ш., 90, корп. 1","Отрадное, Окружная",,1
5993,Любава,"Базовская, 15, корп. 8",,,1
5994,Любава,"Одинцовский р-н, пос. ВНИИССОК, 4",,,1
5995,Любава,"Голицыно, просп. Керамиков, 82",,,1
5996,Любава,"Каховка, 11, корп. 1","Севастопольская, Каховская",,1
5997,Люба-Любонька,"Славянская пл., 2","Лубянка, Кузнецкий Мост, Китай-город",,3
5998,Любимая пицца,"Полбина, 6",Печатники,,2
5999,Любимый город,"Кедрова, 8/1, корп. 2",Академическая,,2
6000,Галактика Центральная,"просп. Мира, 150, гостиница «Космос»",ВДНХ,,
6001,Галата,"Пресненская наб., 2, ТЦ «Афимолл-сити»","Выставочная, Деловой центр",,2
6002,Галерея,"Истринский р-н, пос. Сокольники, Художников, 65",,,2
6003,Галерея,"Измайловское ш., 73ж, КРК «Кремль в Измайлово»",Партизанская,,
6004,Галерея,"Нагорная, 25, стр. 1",Нагорная,,2
6005,Галерея художника,"Пречистенка, 19/11, стр. 1","Кропоткинская, Парк культуры",,3
6006,Галилео,"Миклухо-Маклая, 13","Юго-Западная, Беляево",,2
6007,Галио,"Зеленый просп., 20",Перово,,2
6008,Гамарджоба,"Профсоюзная, 126, корп. 3, ТК «Коньково-пассаж», фуд-корт «Экомаркет»",Коньково,,1
6009,Гамарджоба,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1
6010,Гамарджоба,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,1
6011,Гамбит,"Б.Черкасский пер., 4, стр. 2","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,3
6012,Гамбринус,"Зубовский б-р, 13, стр. 2",Парк культуры,,3
6013,Гамбринус,"1-я Владимирская, 9","Перово, Шоссе Энтузиастов",,3
6014,Гамбринус,"Марксистская, 20, стр. 1","Таганская, Площадь Ильича, Марксистская, Римская",,3
6015,Ганга,"Новосущевская, 26а","Савеловская, Марьина Роща",,2
6016,Ганеша,"Академика Королева, 3",ВДНХ,,2
6017,Ганс и Марта,"Салтыковская, 15г",Новокосино,,2
6018,Гараж,"Скульптора Мухиной, 18",Юго-Западная,,2
6019,Гарден,"3-я Песчаная, 2, гостиница «Арт-отель»","Сокол, Аэропорт, Полежаевская",,2
6020,Гарнир,"25-й км МКАД, ТЦ «Конструктор»",Домодедовская,,1
6021,Гарцующий гном,"Кирпичная, 9, стр. 2","Семеновская, Электрозаводская, Соколиная Гора",,
6022,Гарцующий дредноут,"Таганская, 13, стр. 3","Таганская, Марксистская",,2
6023,Гастромаркет «Вокруг света»,"Никольская, 10, ТЦ Nikol'skaya Plaza","Лубянка, Кузнецкий Мост",,
6024,Любить по-русски,"6-й км Пятницкого ш., стр. 1а",Пятницкое шоссе,,3
6025,Люблино,"Тихая, 30","Печатники, Волжская",,
6026,Люблю жизнь,"Кировоградская, 13а, ТЦ Columbus, 2 этаж",Пражская,,1
6027,Любовь и сладости,"Мытная, 74, Даниловский рынок",Тульская,,1
6028,Любовь и сладости,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,1
6029,Любовь и сладости,"Самокатная, 4, стр. 1","Курская, Площадь Ильича, Чкаловская, Римская",,1
6030,Любовь и сладости,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",Мякинино,,1
6031,Любовь Пирогова,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,1
6032,Любургер,"Вавилова, 3, ТРЦ «Гагаринский»","Ленинский проспект, Площадь Гагарина",,1
6033,Люкс,"Мичуринский просп., Олимпийская деревня, 4, корп. 1, ТД «Люкс»","Проспект Вернадского, Юго-Западная",,3
6034,Ля гранд монпансье,"Краснодонская, 39, стр. 2",Люблино,,2
6035,Ля грильяж,"2-й Новоподмосковный пер., 8",Войковская,,4
6036,Ля минор,"Красногорский р-н, пос. Нахабино, Советская, 32",,,2
6037,Ля музон,"Саввинская наб., 12, стр. 8","Фрунзенская, Спортивная, Киевская",,4
6038,Ля пон-пон,"Зеленый просп., 13/30",Перово,,1
6039,Ля пон-пон,"микрорайон Северное Чертаново, корп. 208, ТЦ «Каспий»",Чертановская,,1
6040,Ля пон-пон,"Судостроительная, 23, корп. 1",Коломенская,,1
6041,Ля Рома,"Беломорская, 16а",Речной вокзал,,2
6042,Ля фантази,"Менжинского, 23, корп. 1",Бабушкинская,,1
6043,Ля фантази,"Чонгарский б-р, 10, корп. 1",Варшавская,,1
6044,Ля фантази,"Чонгарский б-р, 16, корп. 1",Варшавская,,1
6045,Ля фантази,"Цандера, 1, стр. 1",ВДНХ,,1
6046,Ля фантази,"Бескудниковский б-р, 6, корп. 2","Отрадное, Владыкино",,1
6047,Ля фантази,"Ленинградское ш., 9, корп. 1","Войковская, Балтийская",,1
6048,Ля фантази,"Новодмитровская, 5а, стр. 1",Дмитровская,,1
6049,Ля фантази,"Руставели, 12","Тимирязевская, Дмитровская",,1
6050,Ля фантази,"Кутузовский пр., 6","Парк Победы, Кутузовская",,1
6051,Ля фантази,"Солянка, 1/2, стр. 2",Китай-город,,1
6052,Ля фантази,"Новинки, 1",Коломенская,,1
6053,Ля фантази,"просп. Андропова, 21",Коломенская,,1
6054,Ля фантази,"М.Грузинская, 12","Краснопресненская, Улица 1905 года, Баррикадная",,1
6055,Ля фантази,"Краснопрудная, 22/24",Красносельская,,1
6056,Ля фантази,"Орликов пер., 6","Красные Ворота, Комсомольская",,1
6057,Ля фантази,"Вавилова, 7","Ленинский проспект, Площадь Гагарина",,1
6058,Ля фантази,"Рублевское ш., 28","Крылатское, Молодежная",,1
6059,Ля фантази,"Нагатинская, 11, корп. 1","Коломенская, Нагатинская",,1
6060,Ля фантази,"Саянская, 4а","Новогиреево, Новокосино",,1
6061,Ля фантази,"Маршала Бирюзова, 13","Октябрьское Поле, Панфиловская",,1
6062,Ля фантази,"Народного Ополчения, 42, корп. 1","Октябрьское Поле, Панфиловская",,1
6063,Ля фантази,"Народного Ополчения, 20, корп. 1","Октябрьское Поле, Полежаевская, Хорошево, Панфиловская",,1
6064,Ля фантази,"Маршала Захарова, 16, корп. 2","Царицыно, Орехово",,1
6065,Ля фантази,"Перовская, 56/54","Новогиреево, Перово",,1
6066,Ля фантази,"Лихоборские Бугры, 9, корп. 1","Владыкино, Петровско-Разумовская",,1
6067,Ля фантази,"Шоссейная, 29, корп. 1","Печатники, Волжская",,1
6068,Ля фантази,"просп. Вернадского, 29, ТОЦ «Лето»",Университет,,1
6069,Ля фантази,"Раменки, 25","Университет, Проспект Вернадского",,1
6070,Ля фантази,"Протоповский пер., 20",Проспект Мира,,1
6071,Ля фантази,"Пятницкое ш., 43, ТЦ «Огни столицы»",Пятницкое шоссе,,1
6072,Гастронавт,"Б.Ордынка, 40, стр. 4, БЦ «Легион-1»","Новокузнецкая, Третьяковская",,2
6073,Гастротуса,"Открытое ш., 9, стр. 1, ТЦ «Подсолнухи»",Бульвар Рокоссовского,,2
6074,Гая,"Косыгина, 15, гостиница Korston","Воробьевы горы, Ленинский проспект",,2
6075,Гвозди,"Воронцовская, 20","Таганская, Марксистская",,2
6076,Где крафт,"Оружейный пер., 5, вход с 4-й Тверской-Ямской улицы","Маяковская, Тверская, Пушкинская, Чеховская",,
6077,Георгиевское подворье,"Б.Грузинская, 13, стр. 2","Краснопресненская, Баррикадная",,2
6078,Геотория,"Широкая, 6",Медведково,,2
6079,Гергиевское подворье,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,1
6080,Главный зал,"Светлогорский пр., 13, Усадьба Строгановых в Братцево","Планерная, Сходненская",,
6081,Главпивмаг-3,"Тверская, 18","Тверская, Пушкинская, Чеховская",,1
6082,Главпирог,"Старокирочный пер., 16/2, стр. 1",Бауманская,,1
6083,Главпирог,"Беговая, 17, стр. 1",Динамо,,1
6084,Главпирог,"8-й км от МКАД по Киевскому ш., дер. Лапшинка, влад. 8, корп. 1, Vnukovo Outlet Village",,,1
6085,Главпирог,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1
6086,Гладиатор,"Фонвизина, 17",Тимирязевская,,2
6087,Глазунья,"Варшавское ш., 33",Нагатинская,,2
6088,Глазурит,"1-й Котляковский пер., 3","Каширская, Варшавская",,1
6089,Глафира,"Красногорский р-н, дер. Глухово, Центральная, 53",,,1
6090,Глинтвейн,"Михайловский пр., 1, стр. 1",Волгоградский проспект,,3
6091,Гобелен,"Маршала Новикова, 2, корп. 2",Щукинская,,2
6092,Гогиели,"Марксистская, 9","Пролетарская, Крестьянская Застава",,2
6093,"Гоголевский, 31","Гоголевский б-р, 31, стр. 1, гостиница «Russo-Balt Moscow»",Арбатская,,3
6094,Годунов,"Театральная пл., 5, стр. 1","Охотный Ряд, Театральная, Площадь Революции",,4
6095,Голицын,"Голицыно, Минское ш., 45, ГРК «Голицын-клуб»",,,3
6096,Ля фантази,"Измайловский Вал, 2",Семеновская,,1
6097,Ля фантази,"Смольная, 35, стр. 1",Речной вокзал,,1
6098,Ля фантази,"1-й Щипковский пер., 3","Добрынинская, Серпуховская",,1
6099,Ля фантази,"Веерная, 20а","Университет, Славянский бульвар",,1
6100,Ля фантази,"Ленинградский просп., 74а",Сокол,,1
6101,Ля фантази,"Маршала Катукова, 18, ТЦ «Петровский»",Строгино,,1
6102,Ля фантази,"Б.Сухаревская, 14/7",Сухаревская,,1
6103,Ля фантази,"Пятницкая, 37","Новокузнецкая, Третьяковская, Полянка",,1
6104,Ля фантази,"пр. Стратонавтов, 7, корп. 2",Тушинская,,1
6105,Ля фантази,"Крупской, 11","Университет, Проспект Вернадского",,1
6106,Ля фантази,"Бехтерева, 41","Царицыно, Южная",,1
6107,Ля фантази,"Маршала Василевского, 13",Щукинская,,1
6108,Ля фантази,"Авиационная, 79",Щукинская,,1
6109,Ля фантази,"Семеновская наб., 3/1, корп. 1","Семеновская, Электрозаводская",,1
6110,Магадан,"Кутузовский просп., 12, стр. 1, БЦ «Бадаевский»",Киевская,,3
6111,Магбургер,"Пушкинский р-н, дер. Лепешки, 1а, АЗС «Нефтьмагистраль №4»",,,1
6112,Магбургер,"Солнечногорский р-н, дер. Черная Грязь, 32-й км Ленинградского ш., АЗС «Нефтьмагистраль №8»",,,1
6113,Магбургер,"Солнечногорский р-н, дер. Юрлово, 13-й км Пятницкого ш., АЗС «Нефтьмагистраль №12»",,,1
6114,Магбургер,"32-й км Минского ш., стр. 1, АЗС «Нефтьмагистраль №13»",,,1
6115,Магбургер,"Дмитровский р-н, дер. Дубровки, 300, АЗС «Нефтьмагистраль №14»",,,1
6116,Магбургер,"Дмитровский р-н, дер. Дубровки, 301, АЗС «Нефтьмагистраль №15»",,,1
6117,Магбургер,"Подольский р-н, дер. Новоселки, АЗС «Нефтьмагистраль №19»",,,1
6118,Магбургер,"Подольский р-н, пос. Львовский, Московская, 3, стр. 1, АЗС «Нефтьмагистраль №21»",,,1
6119,Магбургер,"Котельники, Дзержинское ш., 28, АЗС «Нефтьмагистраль №22»",,,1
6120,Голицыно,"Голицыно, Петровское ш., 52, центр конгрессного туризма и отдыха «Голицыно»",,,2
6121,Голова,"Трубная, 15","Сухаревская, Цветной бульвар, Трубная",,
6122,Гольф,"Измайловское ш., 71, корп. 4г, гостиница «Измайлово Гамма»","Партизанская, Измайлово",,2
6123,Гончаров,"Москворечье, 23",Кантемировская,,2
6124,Горбушка хлеба,"Барклая, 8, ТЦ «Горбушка»",Багратионовская,,1
6125,Горка-2,"Профсоюзная, 96",Беляево,,2
6126,Горлапша,"Барклая, 8, ТЦ «Горбушка»",Багратионовская,,1
6127,Горлапша,"Можайский Вал, 10, Дорогомиловский рынок, зона фудтраков","Студенческая, Киевская",,1
6128,Город Жажда,"Ниж.Масловка, 20","Динамо, Савеловская",,1
6129,Городок,"Вилиса Лациса, 19/1",Планерная,,1
6130,Город-сад,"Профсоюзная, 126, ТК «Коньково-пассаж», справа от фуд-корта «Экомаркет»",Коньково,,1
6131,Город-сад,"Б.Патриарший пер., 12, стр. 1","Тверская, Пушкинская, Чеховская",,1
6132,Город-сад,"Б.Дмитровка, 16","Охотный Ряд, Театральная, Площадь Революции",,1
6133,Город-сад,"Мытная, 74, Даниловский рынок",Тульская,,1
6134,Город-сад,"Сивцев Вражек, 4",Кропоткинская,,1
6135,Город-сад,"Остоженка, 27","Кропоткинская, Парк культуры",,1
6136,Город-сад,"Садовая-Сухаревская, 2/34, стр. 1","Цветной бульвар, Трубная",,1
6137,Городское кафе,"Краснопресненская наб., 12, ЦМТ, 6 подъезд","Выставочная, Улица 1905 года, Международная, Деловой центр",,2
6138,Горох,"3-й пр. Марьиной Рощи, 40, стр. 1","Рижская, Марьина Роща",,2
6139,Горошек,"Пресненская наб., 2, ТЦ «Афимолл-сити», 4 этаж",Выставочная,,2
6140,Горошек,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача»","Кузьминки, Люблино, Братиславская, Котельники",,2
6141,Горошек,"26-й км МКАД, аутлет-центр «Бренд-сити»",,,2
6142,Горошек,"Севастопольский просп., 11е, ТЦ «Капитолий Севастопольский»","Академическая, Тульская",,2
6143,Горошек,"71-й км МКАД, ТРЦ «Вэйпарк», 2 этаж","Планерная, Сходненская, Митино",,2
6144,Магбургер,"Котельники, 19-й км Новорязанского ш., стр. 2, АЗС «Нефтьмагистраль №23»",,,1
6145,Магбургер,"Подольский р-н, пос. Быково, 30-й км Симферопольского ш., влад. 1, АЗС «Нефтьмагистраль №24»",,,1
6146,Магбургер,"Сергиево-Посадский р-н, с. Мишутино, Новоугличское ш., АЗС «Нефтьмагистраль №29»",,,1
6147,Магбургер,"Сергиево-Посадский р-н, с. Диулино, Новоугличское ш., АЗС «Нефтьмагистраль №30»",,,1
6148,Магбургер,"Мытищинский р-н, дер. Пирогово, Центральная, 100, АЗС «Нефтьмагистраль №31»",,,1
6149,Магбургер,"41-й км Ярославского ш., влад. 1, АЗС «Нефтьмагистраль №34»",,,1
6150,Магбургер,"Старая Купавна, Акрихиновское ш., 14, АЗС «Нефтьмагистраль №35»",,,1
6151,Магбургер,"33-й км трассы М7, АЗС «Нефтьмагистраль №36»",,,1
6152,Магбургер,"Подольский р-н, дер. Коледино, 42-й км трассы М2, АЗС «Нефтьмагистраль №39»",,,1
6153,Магбургер,"Подольский р-н, дер. Алтухово, 51-й км Симферопольского ш., АЗС «Нефтьмагистраль №40»",,,1
6154,Магбургер,"Подольский р-н, пос. Сосновый Бор, Леспромхоза, влад. 1, АЗС «Нефтьмагистраль №43»",,,1
6155,Магбургер,"57-й км трассы М7, АЗС «Нефтьмагистраль №47»",,,1
6156,Магбургер,"Варшавское ш., влад. 99а, АЗС «Нефтьмагистраль №3»","Чертановская, Южная",,1
6157,Магбургер,"Подольских Курсантов, 7а, АЗС «Нефтьмагистраль №4»",Пражская,,1
6158,Магбургер,"Ленинский р-н, дер. Ликова, АЗС «Нефтьмагистраль №16»",,,1
6159,Магбургер,"Ленинский р-н, дер. Пыхтино, влад. 1, АЗС «Нефтьмагистраль №17»",,,1
6160,Магбургер,"Нижегородская, 27б, АЗС «Нефтьмагистраль №21»",Нижегородская,,1
6161,Магбургер,"Нижегородская, 99, АЗС «Нефтьмагистраль №22»",Нижегородская,,1
6162,Магбургер,"Подольский р-н, дер. Чириково, 49-й км Калужского ш., 1а, АЗС «Нефтьмагистраль №23»",,,1
6163,Магнолия,"Клочкова, 10",Кунцевская,,2
6164,Мадиани,"Духовской пер., 17, стр. 16",Тульская,,2
6165,Мадлиани,"Зеленоградская, 33, корп. 2","Речной вокзал, Водный стадион",,2
6166,Маза,"Измайловское ш., 71, корп. 4г, гостиница «Измайлово Гамма»","Партизанская, Измайлово",,2
6167,Маидат,"Щипок, 2","Добрынинская, Серпуховская",,1
6168,Горошек,"Лобненская, 4а, ТЦ «Зигзаг»","Алтуфьево, Петровско-Разумовская",,2
6169,Горошек,"Кировоградская, 14, ТЦ «Глобал-сити»",Южная,,2
6170,Горыныч,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,3
6171,Гости,"Старокирочный пер., 16/2, стр. 1",Бауманская,,1
6172,Государь,"Лобненская, 11",Петровско-Разумовская,,
6173,Готика,"Ангарская, 39","Речной вокзал, Петровско-Разумовская",,2
6174,Готика,"Фестивальная, 4, корп. 2",Речной вокзал,,2
6175,Готов,"Лесная, 20, стр. 1","Новослободская, Менделеевская",,1
6176,Готов,"Б.Пироговская, 37/43, корп. А",Спортивная,,1
6177,Грабли,"Театральный пр., 5, Центральный детский магазин, 6 этаж","Лубянка, Кузнецкий Мост",,1
6178,Грабли,"Цветной б-р, 11, стр. 2, КЦ «Мир»","Цветной бульвар, Трубная",,1
6179,Грабли Food Bar,"Солянка, 1/2","Лубянка, Кузнецкий Мост, Китай-город",,1
6180,Градус,"Краногорский р-н, пос. Нахабино, Школьная, 2",,,1
6181,Гранат,,,,
6182,Гранат,"Митинская, 25, корп. 3",Митино,,
6183,Гранат,"Верхние Поля, 34, корп. 2","Люблино, Братиславская",,
6184,Гранат,"Лобачевского, 130а","Университет, Юго-Западная, Славянский бульвар",,2
6185,Гранат,"Волгоградский просп., 32, корп. 8, ТК «Технохолл»",Волгоградский проспект,,
6186,Гранат,"Чечулина, 26",Измайловская,,2
6187,Гранатовый сад,"1-й Сетуньский пр., 10, стр. 4",Кутузовская,,2
6188,Гранд,"Плещеева, 4, корп. 1",Бибирево,,2
6189,Гранд Александр,"Тверская, 26/1, гостиница Marriott Grand Hotel","Маяковская, Тверская, Пушкинская, Чеховская",,3
6190,Гранд Виктория,"Щипок, 16","Добрынинская, Серпуховская",,2
6191,Гранд-круассан,"Новодмитровская, 1",Дмитровская,,1
6192,Гранд-круассан,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис», 3 этаж","Войковская, Балтийская",,1
6193,Гранд-круассан,"Павелецкая пл., 1, в здании Павелецкого вокзала",Павелецкая,,1
6194,Гранд-премиум,,,,
6195,Гранд фэмили,"Герасима Курина, 10, стр. 2",Славянский бульвар,,2
6196,Гранд-эклер,"Б.Якиманка, 15","Новокузнецкая, Третьяковская, Полянка",,2
6197,Граф Брюс,"Брюсов пер., 2/14, стр. 8","Охотный Ряд, Театральная, Площадь Революции",,2
6198,Майя,"Рязанский просп., 75",Рязанский проспект,,2
6199,Графский,"Льва Толстого, 23, стр. 5, отель «Графский»",Парк культуры,,2
6200,Граф Строганофф,"Светлогорский пр., 13, Усадьба Строгановых в Братцево","Планерная, Сходненская",,3
6201,Граци,"1-я Тверская-Ямская, 34, гостиница Marriott Tverskaya","Белорусская, Маяковская",,3
6202,Макадамия,"Академика Пилюгина, 4",Новые Черемушки,,2
6203,Макаронино,"Ленинградское ш., 71б, стр. 2",Речной вокзал,,2
6204,Максмил,"Б.Филевская, 24, в парке «Фили»","Филевский парк, Багратионовская",,1
6205,Малахит,"Ср.Первомайская, 3",Первомайская,,2
6206,Граци рагацци,"Н.Арбат, 17",Арбатская,,2
6207,Греми,"Борисовский пр., 14",Шипиловская,,2
6208,Гренка,"Тимирязевская, 2/3, ТЦ «Парк 11»",Дмитровская,,1
6209,Греческий дворик,"32-й км МКАД, пересечение с Варшавским ш., галерея «Чайна-таун»",Аннино,,1
6210,Гриджио,"Живописная, 21, корп. 2, фитнеc-клуб Vitasport",Щукинская,,3
6211,Малахит,"Б.Почтовая, 18",Электрозаводская,,1
6212,Малахит,"Щелковское ш., влад. 1",Щелковская,,1
6213,Малаховский очаг,"Люберецкий р-н, пос. Малаховка, микрорайон Подмосковный, 31/1",,,2
6214,Грильвилль,"Маршала Катукова, 11, корп. 1, стр. 2",Строгино,,1
6215,Грильная Lounge,"Лужнецкая наб., 24, парк «Лужники»","Спортивная, Воробьевы горы",,2
6216,Маленькая пекарня Журавлевых,"Рогожский Вал, 5, стр. 1, Рогожские торговые ряды","Площадь Ильича, Римская",,1
6217,Маленькая пекарня Журавлевых,"Новокузнецкая, 13, стр. 1","Новокузнецкая, Третьяковская",,1
6218,Гриль-хаус,"ш. Энтузиастов, 31",Шоссе Энтузиастов,,1
6219,Гриль-хаус,"Кировоградская, 14, ТЦ «Глобал-сити»",,,1
6220,Маленькая пекарня Журавлевых,"Волгоградский просп., 108",Кузьминки,,1
6221,Маленькая пекарня Журавлевых,"Ярцевская, 32",Молодежная,,1
6222,Маленькая пекарня Журавлевых,"Пресненский Вал, 7, стр. 1",Улица 1905 года,,1
6223,Гриль-хаус,"просп. Вернадского, 86а, ТРЦ Avenue South West",Юго-Западная,,1
6224,Гриль-хаус,"Варшавское ш., 87б, ТДЦ «Варшавский»",Варшавская,,1
6225,Гриль-хаус,"Хорошевское ш., 27, ТРЦ «Хорошо!»","Полежаевская, Хорошево",,1
6226,Гриль-хаус,"Фестивальная, 2б, ТЦ «Речной»",Речной вокзал,,1
6227,Гриль-хаус,"Сходненская, 56, ТРЦ «Калейдоскоп»",Сходненская,,1
6228,Маленькая пекарня Журавлевых,"Ломоносовский просп., 23",Университет,,1
6229,Маленькая пекарня Журавлевых,"Скобелевская, 20",Улица Скобелевская,,1
6230,Гриль-хаус,"53-й км МКАД, гипермаркет «Ашан Марфино»","Кунцевская, Славянский бульвар",,1
6231,Маленькая пекарня Журавлевых,"Профсоюзная, 102, стр. 1",Беляево,,1
6232,Малибу,"Мытищинский р-н, дер. Сорокино, бухта Радости",,,2
6233,Малина,"Нижегородская, 70, корп. 1","Волгоградский проспект, Крестьянская Застава",,1
6234,Мама Гочи,"Б.Дмитровка, 5/6, стр. 1","Охотный Ряд, Театральная, Площадь Революции",,2
6235,Мама Зоя,"10-летия Октября, 5",Спортивная,,2
6236,Мама Карло,"Земляной Вал, 33, ТРК «Атриум», 3 этаж","Курская, Чкаловская",,2
6237,"Мама, я в Тбилиси!","Воронцово Поле, 18","Курская, Чкаловская",,2
6238,"Мама, я на паре","Миклухо-Маклая, 11","Юго-Западная, Беляево",,1
6239,Манави,"Преображенская пл., 2",Преображенская площадь,,2
6240,Мангал,"просп. Мира, 211, ТРЦ «Золотой Вавилон»","Свиблово, Ботанический сад, ВДНХ",,2
6241,Мангал,"Ленинградский просп., 47, стр. 19",Аэропорт,,2
6242,Мангал-сити,"просп. Вернадского, 14а, ТЦ «Обувь-сити»",Проспект Вернадского,,2
6243,Мандарин,"Котельники, Новорязанское ш., стр. 5",,,1
6244,Мандариновый гусь,"Петровка, 17, стр. 1","Лубянка, Тверская, Пушкинская, Кузнецкий Мост, Чеховская",,1
6245,Манджонэ,"Семеновская пл., 1, ТРЦ «Семеновский»",Семеновская,,2
6246,Мансарда,"Тишинская пл., 1, стр. 1, ТВК «Тишинка»","Белорусская, Маяковская",,2
6247,Мануфактура,"Варшавское ш., 9, отель Azimut",Тульская,,3
6248,Манэки-нэко,"Арбат, 31/1","Библиотека им. Ленина, Арбатская, Смоленская, Александровский сад, Боровицкая",,2
6249,Марани,"1-я Дубровская, 6","Пролетарская, Крестьянская Застава, Дубровка",,2
6250,Мариус,"Миклухо-Маклая, 18, корп. 2",Беляево,,2
6251,Мария,"Лобненская, 14б",Алтуфьево,,2
6252,Марков двор,"Чистопрудный б-р, 10, стр. 1","Чистые пруды, Тургеневская, Сретенский бульвар",,1
6253,Мармелад,"Гарибальди, 1а",Новые Черемушки,,2
6254,Мармелад,"Шаболовка, 56","Шаболовская, Тульская",,2
6255,Маро,"Люберецкий р-н, дер. Марусино, Заречная, 3в, ТЦ «Маруся», 2 этаж",,,2
6256,Марокко,"Петровка, 17, стр. 2","Лубянка, Тверская, Пушкинская, Кузнецкий Мост, Чеховская",,2
6257,Марракеш,"Киевская, 22",Студенческая,,1
6258,Марракеш,"Головинское ш., 5, ТЦ «Водный»",Водный стадион,,1
6259,Марс,"Пушкарев пер., 5, центр «Марс», 1 этаж","Сухаревская, Цветной бульвар, Трубная",,1
6260,Марсала,"Новорязанская, 38",Бауманская,,2
6261,Мартиника,"Маршала Рыбалко, 2, корп. 8","Октябрьское Поле, Панфиловская",,1
6262,Мару,"Марии Ульяновой, 9, корп. 4","Университет, Проспект Вернадского",,2
6263,Марукамэ,"Ленинградский просп., 47, стр. 2",Аэропорт,,1
6264,Гриль-хаус,"Миклухо-Маклая, 32а, ТЦ «Капитолий Беляево»",Беляево,,1
6265,Гриль-хаус,"Таганская, 1, ТЦ «Звездочка»","Таганская, Марксистская",,1
6266,Гриль-хаус,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",Теплый Стан,,1
6267,Гриль-хаус,"В.Красносельская, 3а, ТДК «Тройка», 3 этаж",Красносельская,,1
6268,Гриль-хаус,"Щукинская, 42, ТРК «Щука», 4 этаж",Щукинская,,1
6269,Гриль-хаус,"Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль», 3 этаж","Проспект Вернадского, Юго-Западная",,1
6270,Гриль-хаус,"Щелковское ш., 100, ТЦ «Щелково», 2 этаж",Щелковская,,1
6271,Гриль-хаус,"Новоясеневский просп., влад. 7, ТЦ «Калита», 3 этаж",Ясенево,,1
6272,Гриль-хаус,"Б.Тульская, 13, ТРЦ «Ереван-плаза», 3 этаж",Тульская,,1
6273,Гриль-хаус,"Советский пр., 3",,,1
6274,Гриль-холл,"Холодильный пер., 3, РЦ «Ролл-холл»",Тульская,,2
6275,Гримм,"Б.Дмитровка, 32, стр. 1","Тверская, Пушкинская, Чеховская",,2
6276,Гринвич,"1-я ул. Бухвостова, 12/11, корп. 11",Преображенская площадь,,2
6277,Грин-палас,"Грина, 15","Бульвар Дмитрия Донского, Улица Старокачаловская",,2
6278,Грот,"Молодогвардейская, 7",Кунцевская,,2
6279,Грузинская пекарня №1,"Весковский пер., 4","Новослободская, Менделеевская",,1
6280,Грузинская пекарня №1,"Сущевская, 9","Новослободская, Менделеевская",,1
6281,Грузинская пекарня №1,"Днепропетровская, 3, корп. 1","Южная, Пражская",,1
6282,Груша,"22-й км Киевского ш., 6, стр. 1",Саларьево,,1
6283,Груша,"Варшавское ш., 1, стр. 6","Нагатинская, Верхние Котлы",,1
6284,Груша,"просп. Маршала Жукова, 1, стр. 1","Полежаевская, Хорошево",,1
6285,Грют,"Шипиловская, 28а",Домодедовская,,2
6286,Грядки-прятки,"Академика Скрябина, 14, корп. 1",Рязанский проспект,,1
6287,Гулиани,"Мичуринский просп., 27, ТЦ «Тиара», 2 этаж",Университет,,2
6288,Гурия-Gotinaza,"Мерзляковский пер., 2",Арбатская,,2
6289,Гурман,"Плющиха, 20/2",Смоленская,,3
6290,Гурман,"22-й км Киевского ш., БП «Румянцево», корп. Г, 2 этаж",Румянцево,,1
6291,Гурмарио,"14-й км Новорижского ш., дер. Новинки, 115, ТРК «Павлово подворье»",,,2
6292,Гурмэ,"19-й км МКАД, 20, стр. 1, ТК «Южные ворота»",Марьино,,1
6293,Гурмэ Express,,,,
6294,Гусар,"Болотниковская, 52, корп. 1","Нахимовский проспект, Севастопольская, Каховская",,2
6295,Гусарский дворик,"Вересковая, 6",Свиблово,,
6296,Гуси-лебеди,"Измайловское ш., 71, корп. 3в, гостиница «Измайлово Вега»",Партизанская,,3
6297,Густой,"Октябрьская, 26, стр. 1",Достоевская,,
6298,Гуэль,"Каширское ш., 40, корп. 2",Каширская,,2
6299,Гюльчатай,"просп. Мира, 119, ВДНХ, павильон 4",ВДНХ,,2
6300,Гюмри,"пос. Изварино, Базовая, 2",,,2
6301,д,"Рочдельская, 15, стр. 1","Краснопресненская, Баррикадная",,1
6302,Даблби,"4-я Тверская-Ямская, 27",Маяковская,,1
